invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76,9,9.0,9.0,2019-03-19,2024-01-26 15:00:00,Ewallet,9.0,9.0,9.0,9.0
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57,6,6.0,6.0,2019-02-24,2024-01-26 13:00:00,Cash,6.0,6.0,6.0,6.0
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47,3,3.0,3.0,2019-03-28,2024-01-26 12:00:00,Credit card,3.0,3.0,3.0,3.0
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42,9,9.0,9.0,2019-02-05,2024-01-26 15:00:00,Credit card,9.0,9.0,9.0,9.0
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48,3,3.0,3.0,2019-02-10,2024-01-26 18:00:00,Credit card,3.0,3.0,3.0,3.0
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55,7,7.0,7.0,2019-03-05,2024-01-26 19:00:00,Ewallet,7.0,7.0,7.0,7.0
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76,7,7.0,7.0,2019-02-15,2024-01-26 20:00:00,Cash,7.0,7.0,7.0,7.0
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97,5,5.0,5.0,2019-01-30,2024-01-26 16:00:00,Ewallet,5.0,5.0,5.0,5.0
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44,3,3.0,3.0,2019-02-14,2024-01-26 15:00:00,Cash,3.0,3.0,3.0,3.0
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77,9,9.0,9.0,2019-02-27,2024-01-26 16:00:00,Ewallet,9.0,9.0,9.0,9.0
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71,1,1.0,1.0,2019-02-04,2024-01-26 12:00:00,Cash,1.0,1.0,1.0,1.0
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89,8,8.0,8.0,2019-01-20,2024-01-26 10:00:00,Cash,8.0,8.0,8.0,8.0
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26,7,7.0,7.0,2019-03-28,2024-01-26 17:00:00,Cash,7.0,7.0,7.0,7.0
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13,10,10.0,10.0,2019-02-27,2024-01-26 11:00:00,Credit card,10.0,10.0,10.0,10.0
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99,10,10.0,10.0,2019-02-15,2024-01-26 14:00:00,Credit card,10.0,10.0,10.0,10.0
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51,7,7.0,7.0,2019-01-26,2024-01-26 18:00:00,Cash,7.0,7.0,7.0,7.0
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54,7,7.0,7.0,2019-03-14,2024-01-26 19:00:00,Credit card,7.0,7.0,7.0,7.0
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,9.0,9.0,2019-03-02,2024-01-26 14:00:00,Cash,9.0,9.0,9.0,9.0
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30,1,1.0,1.0,2019-03-04,2024-01-26 15:00:00,Cash,1.0,1.0,1.0,1.0
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89,4,4.0,4.0,2019-01-07,2024-01-26 12:00:00,Credit card,4.0,4.0,4.0,4.0
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37,10,10.0,10.0,2019-03-08,2024-01-26 20:00:00,Credit card,10.0,10.0,10.0,10.0
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95,10,10.0,10.0,2019-01-09,2024-01-26 13:00:00,Cash,10.0,10.0,10.0,10.0
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27,3,3.0,3.0,2019-03-01,2024-01-26 15:00:00,Ewallet,3.0,3.0,3.0,3.0
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74,1,1.0,1.0,2019-03-16,2024-01-26 16:00:00,Cash,1.0,1.0,1.0,1.0
612-36-5536,A,Yangon,Member,Male,Food and beverages,80,8,8.0,8.0,2019-02-17,2024-01-26 11:00:00,Credit card,8.0,8.0,8.0,8.0
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94,8,8.0,8.0,2019-02-27,2024-01-26 15:00:00,Cash,8.0,8.0,8.0,8.0
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99,2,2.0,2.0,2019-03-07,2024-01-26 20:00:00,Ewallet,2.0,2.0,2.0,2.0
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73,6,6.0,6.0,2019-01-21,2024-01-26 17:00:00,Cash,6.0,6.0,6.0,6.0
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41,4,4.0,4.0,2019-02-19,2024-01-26 16:00:00,Cash,4.0,4.0,4.0,4.0
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81,4,4.0,4.0,2019-01-06,2024-01-26 12:00:00,Cash,4.0,4.0,4.0,4.0
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51,9,9.0,9.0,2019-03-14,2024-01-26 19:00:00,Cash,9.0,9.0,9.0,9.0
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65,4,4.0,4.0,2019-03-24,2024-01-26 10:00:00,Cash,4.0,4.0,4.0,4.0
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14,10,10.0,10.0,2019-01-27,2024-01-26 14:00:00,Cash,10.0,10.0,10.0,10.0
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21,9,9.0,9.0,2019-03-06,2024-01-26 12:00:00,Credit card,9.0,9.0,9.0,9.0
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26,7,7.0,7.0,2019-02-02,2024-01-26 19:00:00,Cash,7.0,7.0,7.0,7.0
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60,2,2.0,2.0,2019-01-25,2024-01-26 19:00:00,Credit card,2.0,2.0,2.0,2.0
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70,6,6.0,6.0,2019-03-14,2024-01-26 17:00:00,Ewallet,6.0,6.0,6.0,6.0
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42,6,6.0,6.0,2019-01-29,2024-01-26 12:00:00,Cash,6.0,6.0,6.0,6.0
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67,5,5.0,5.0,2019-01-03,2024-01-26 16:00:00,Credit card,5.0,5.0,5.0,5.0
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96,5,5.0,5.0,2019-01-14,2024-01-26 12:00:00,Ewallet,5.0,5.0,5.0,5.0
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35,9,9.0,9.0,2019-01-05,2024-01-26 19:00:00,Credit card,9.0,9.0,9.0,9.0
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95,7,7.0,7.0,2019-02-22,2024-01-26 18:00:00,Ewallet,7.0,7.0,7.0,7.0
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96,4,4.0,4.0,2019-02-06,2024-01-26 17:00:00,Ewallet,4.0,4.0,4.0,4.0
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23,4,4.0,4.0,2019-01-30,2024-01-26 13:00:00,Credit card,4.0,4.0,4.0,4.0
289-15-7034,A,Yangon,Member,Male,Sports and travel,82,4,4.0,4.0,2019-01-11,2024-01-26 10:00:00,Credit card,4.0,4.0,4.0,4.0
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26,2,2.0,2.0,2019-03-19,2024-01-26 14:00:00,Cash,2.0,2.0,2.0,2.0
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99,5,5.0,5.0,2019-01-14,2024-01-26 12:00:00,Cash,5.0,5.0,5.0,5.0
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74,4,4.0,4.0,2019-03-01,2024-01-26 15:00:00,Ewallet,4.0,4.0,4.0,4.0
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40,5,5.0,5.0,2019-01-06,2024-01-26 13:00:00,Ewallet,5.0,5.0,5.0,5.0
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75,1,1.0,1.0,2019-01-31,2024-01-26 13:00:00,Cash,1.0,1.0,1.0,1.0
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46,6,6.0,6.0,2019-03-11,2024-01-26 13:00:00,Cash,6.0,6.0,6.0,6.0
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32,10,10.0,10.0,2019-02-20,2024-01-26 16:00:00,Credit card,10.0,10.0,10.0,10.0
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54,9,9.0,9.0,2019-01-27,2024-01-26 14:00:00,Ewallet,9.0,9.0,9.0,9.0
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18,7,7.0,7.0,2019-03-10,2024-01-26 14:00:00,Credit card,7.0,7.0,7.0,7.0
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80,3,3.0,3.0,2019-02-15,2024-01-26 12:00:00,Cash,3.0,3.0,3.0,3.0
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37,10,10.0,10.0,2019-01-26,2024-01-26 14:00:00,Cash,10.0,10.0,10.0,10.0
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76,1,1.0,1.0,2019-02-13,2024-01-26 18:00:00,Ewallet,1.0,1.0,1.0,1.0
308-47-4913,A,Yangon,Member,Female,Sports and travel,52,10,10.0,10.0,2019-03-09,2024-01-26 12:00:00,Credit card,10.0,10.0,10.0,10.0
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79,1,1.0,1.0,2019-03-06,2024-01-26 10:00:00,Ewallet,1.0,1.0,1.0,1.0
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77,5,5.0,5.0,2019-01-24,2024-01-26 20:00:00,Ewallet,5.0,5.0,5.0,5.0
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54,5,5.0,5.0,2019-03-13,2024-01-26 14:00:00,Ewallet,5.0,5.0,5.0,5.0
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13,9,9.0,9.0,2019-03-15,2024-01-26 10:00:00,Cash,9.0,9.0,9.0,9.0
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41,6,6.0,6.0,2019-03-05,2024-01-26 13:00:00,Credit card,6.0,6.0,6.0,6.0
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19,9,9.0,9.0,2019-03-04,2024-01-26 16:00:00,Cash,9.0,9.0,9.0,9.0
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39,6,6.0,6.0,2019-03-25,2024-01-26 20:00:00,Credit card,6.0,6.0,6.0,6.0
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46,4,4.0,4.0,2019-03-12,2024-01-26 20:00:00,Credit card,4.0,4.0,4.0,4.0
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13,1,1.0,1.0,2019-02-04,2024-01-26 13:00:00,Ewallet,1.0,1.0,1.0,1.0
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39,5,5.0,5.0,2019-02-22,2024-01-26 10:00:00,Ewallet,5.0,5.0,5.0,5.0
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97,7,7.0,7.0,2019-02-16,2024-01-26 17:00:00,Ewallet,7.0,7.0,7.0,7.0
882-40-4577,A,Yangon,Member,Male,Sports and travel,67,4,4.0,4.0,2019-01-19,2024-01-26 15:00:00,Credit card,4.0,4.0,4.0,4.0
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13,5,5.0,5.0,2019-01-11,2024-01-26 19:00:00,Credit card,5.0,5.0,5.0,5.0
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68,4,4.0,4.0,2019-01-04,2024-01-26 19:00:00,Cash,4.0,4.0,4.0,4.0
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56,4,4.0,4.0,2019-03-04,2024-01-26 19:00:00,Ewallet,4.0,4.0,4.0,4.0
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23,5,5.0,5.0,2019-01-28,2024-01-26 19:00:00,Ewallet,5.0,5.0,5.0,5.0
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34,10,10.0,10.0,2019-01-02,2024-01-26 13:00:00,Cash,10.0,10.0,10.0,10.0
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21,2,2.0,2.0,2019-01-25,2024-01-26 14:00:00,Ewallet,2.0,2.0,2.0,2.0
132-23-6451,A,Yangon,Member,Male,Health and beauty,20,5,5.0,5.0,2019-01-04,2024-01-26 13:00:00,Cash,5.0,5.0,5.0,5.0
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25,3,3.0,3.0,2019-03-10,2024-01-26 18:00:00,Ewallet,3.0,3.0,3.0,3.0
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50,8,8.0,8.0,2019-03-22,2024-01-26 19:00:00,Ewallet,8.0,8.0,8.0,8.0
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96,1,1.0,1.0,2019-01-25,2024-01-26 16:00:00,Ewallet,1.0,1.0,1.0,1.0
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45,4,4.0,4.0,2019-01-08,2024-01-26 13:00:00,Credit card,4.0,4.0,4.0,4.0
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81,1,1.0,1.0,2019-01-22,2024-01-26 10:00:00,Ewallet,1.0,1.0,1.0,1.0
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57,2,2.0,2.0,2019-01-12,2024-01-26 17:00:00,Ewallet,2.0,2.0,2.0,2.0
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25,7,7.0,7.0,2019-02-04,2024-01-26 10:00:00,Cash,7.0,7.0,7.0,7.0
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38,3,3.0,3.0,2019-03-28,2024-01-26 13:00:00,Ewallet,3.0,3.0,3.0,3.0
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84,3,3.0,3.0,2019-01-23,2024-01-26 13:00:00,Cash,3.0,3.0,3.0,3.0
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97,10,10.0,10.0,2019-02-08,2024-01-26 13:00:00,Credit card,10.0,10.0,10.0,10.0
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25,8,8.0,8.0,2019-03-19,2024-01-26 19:00:00,Credit card,8.0,8.0,8.0,8.0
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16,1,1.0,1.0,2019-03-09,2024-01-26 15:00:00,Cash,1.0,1.0,1.0,1.0
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40,9,9.0,9.0,2019-01-02,2024-01-26 13:00:00,Cash,9.0,9.0,9.0,9.0
269-10-8440,A,Yangon,Member,Male,Health and beauty,53,7,7.0,7.0,2019-01-21,2024-01-26 18:00:00,Cash,7.0,7.0,7.0,7.0
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20,3,3.0,3.0,2019-03-20,2024-01-26 13:00:00,Credit card,3.0,3.0,3.0,3.0
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67,5,5.0,5.0,2019-02-27,2024-01-26 17:00:00,Cash,5.0,5.0,5.0,5.0
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90,10,10.0,10.0,2019-03-08,2024-01-26 10:00:00,Ewallet,10.0,10.0,10.0,10.0
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69,2,2.0,2.0,2019-01-31,2024-01-26 19:00:00,Credit card,2.0,2.0,2.0,2.0
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43,2,2.0,2.0,2019-03-08,2024-01-26 16:00:00,Ewallet,2.0,2.0,2.0,2.0
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23,6,6.0,6.0,2019-01-13,2024-01-26 19:00:00,Ewallet,6.0,6.0,6.0,6.0
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95,7,7.0,7.0,2019-03-09,2024-01-26 14:00:00,Credit card,7.0,7.0,7.0,7.0
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47,1,1.0,1.0,2019-02-22,2024-01-26 18:00:00,Credit card,1.0,1.0,1.0,1.0
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99,9,9.0,9.0,2019-03-19,2024-01-26 19:00:00,Ewallet,9.0,9.0,9.0,9.0
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82,4,4.0,4.0,2019-01-20,2024-01-26 16:00:00,Ewallet,4.0,4.0,4.0,4.0
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33,6,6.0,6.0,2019-03-08,2024-01-26 15:00:00,Credit card,6.0,6.0,6.0,6.0
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17,4,4.0,4.0,2019-03-08,2024-01-26 20:00:00,Ewallet,4.0,4.0,4.0,4.0
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40,8,8.0,8.0,2019-02-07,2024-01-26 14:00:00,Credit card,8.0,8.0,8.0,8.0
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17,5,5.0,5.0,2019-01-15,2024-01-26 19:00:00,Cash,5.0,5.0,5.0,5.0
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88,8,8.0,8.0,2019-03-22,2024-01-26 19:00:00,Credit card,8.0,8.0,8.0,8.0
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89,9,9.0,9.0,2019-01-15,2024-01-26 15:00:00,Credit card,9.0,9.0,9.0,9.0
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12,1,1.0,1.0,2019-01-08,2024-01-26 14:00:00,Ewallet,1.0,1.0,1.0,1.0
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19,7,7.0,7.0,2019-01-15,2024-01-26 10:00:00,Cash,7.0,7.0,7.0,7.0
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19,1,1.0,1.0,2019-01-28,2024-01-26 17:00:00,Credit card,1.0,1.0,1.0,1.0
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27,10,10.0,10.0,2019-02-14,2024-01-26 11:00:00,Credit card,10.0,10.0,10.0,10.0
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45,3,3.0,3.0,2019-03-10,2024-01-26 17:00:00,Credit card,3.0,3.0,3.0,3.0
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27,1,1.0,1.0,2019-01-12,2024-01-26 20:00:00,Credit card,1.0,1.0,1.0,1.0
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39,1,1.0,1.0,2019-03-26,2024-01-26 11:00:00,Credit card,1.0,1.0,1.0,1.0
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74,6,6.0,6.0,2019-01-01,2024-01-26 19:00:00,Cash,6.0,6.0,6.0,6.0
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22,6,6.0,6.0,2019-01-02,2024-01-26 18:00:00,Cash,6.0,6.0,6.0,6.0
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63,5,5.0,5.0,2019-03-16,2024-01-26 12:00:00,Ewallet,5.0,5.0,5.0,5.0
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,1.0,1.0,2019-03-03,2024-01-26 15:00:00,Ewallet,1.0,1.0,1.0,1.0
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20,4,4.0,4.0,2019-01-31,2024-01-26 13:00:00,Cash,4.0,4.0,4.0,4.0
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29,5,5.0,5.0,2019-02-13,2024-01-26 16:00:00,Cash,5.0,5.0,5.0,5.0
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77,9,9.0,9.0,2019-02-15,2024-01-26 14:00:00,Credit card,9.0,9.0,9.0,9.0
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79,10,10.0,10.0,2019-02-07,2024-01-26 20:00:00,Cash,10.0,10.0,10.0,10.0
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46,10,10.0,10.0,2019-01-27,2024-01-26 13:00:00,Cash,10.0,10.0,10.0,10.0
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35,1,1.0,1.0,2019-02-23,2024-01-26 16:00:00,Credit card,1.0,1.0,1.0,1.0
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40,5,5.0,5.0,2019-02-03,2024-01-26 15:00:00,Cash,5.0,5.0,5.0,5.0
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73,10,10.0,10.0,2019-03-03,2024-01-26 12:00:00,Credit card,10.0,10.0,10.0,10.0
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73,4,4.0,4.0,2019-02-03,2024-01-26 10:00:00,Cash,4.0,4.0,4.0,4.0
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22,1,1.0,1.0,2019-03-17,2024-01-26 18:00:00,Cash,1.0,1.0,1.0,1.0
470-32-9057,A,Yangon,Member,Male,Food and beverages,51,5,5.0,5.0,2019-03-28,2024-01-26 15:00:00,Credit card,5.0,5.0,5.0,5.0
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54,10,10.0,10.0,2019-03-02,2024-01-26 11:00:00,Credit card,10.0,10.0,10.0,10.0
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37,7,7.0,7.0,2019-02-08,2024-01-26 13:00:00,Credit card,7.0,7.0,7.0,7.0
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37,6,6.0,6.0,2019-03-22,2024-01-26 18:00:00,Cash,6.0,6.0,6.0,6.0
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21,1,1.0,1.0,2019-02-09,2024-01-26 10:00:00,Ewallet,1.0,1.0,1.0,1.0
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98,1,1.0,1.0,2019-02-15,2024-01-26 11:00:00,Cash,1.0,1.0,1.0,1.0
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83,6,6.0,6.0,2019-01-23,2024-01-26 12:00:00,Ewallet,6.0,6.0,6.0,6.0
340-21-9136,A,Yangon,Member,Female,Sports and travel,40,4,4.0,4.0,2019-01-25,2024-01-26 11:00:00,Cash,4.0,4.0,4.0,4.0
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43,10,10.0,10.0,2019-02-02,2024-01-26 18:00:00,Credit card,10.0,10.0,10.0,10.0
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72,8,8.0,8.0,2019-03-30,2024-01-26 17:00:00,Cash,8.0,8.0,8.0,8.0
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64,5,5.0,5.0,2019-03-30,2024-01-26 17:00:00,Cash,5.0,5.0,5.0,5.0
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65,3,3.0,3.0,2019-02-25,2024-01-26 20:00:00,Credit card,3.0,3.0,3.0,3.0
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33,5,5.0,5.0,2019-03-18,2024-01-26 16:00:00,Credit card,5.0,5.0,5.0,5.0
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84,4,4.0,4.0,2019-03-07,2024-01-26 16:00:00,Ewallet,4.0,4.0,4.0,4.0
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34,10,10.0,10.0,2019-03-16,2024-01-26 10:00:00,Ewallet,10.0,10.0,10.0,10.0
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38,1,1.0,1.0,2019-01-29,2024-01-26 11:00:00,Ewallet,1.0,1.0,1.0,1.0
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65,8,8.0,8.0,2019-02-02,2024-01-26 20:00:00,Cash,8.0,8.0,8.0,8.0
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32,10,10.0,10.0,2019-02-15,2024-01-26 12:00:00,Cash,10.0,10.0,10.0,10.0
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37,5,5.0,5.0,2019-01-08,2024-01-26 13:00:00,Ewallet,5.0,5.0,5.0,5.0
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60,10,10.0,10.0,2019-02-12,2024-01-26 16:00:00,Cash,10.0,10.0,10.0,10.0
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36,10,10.0,10.0,2019-01-01,2024-01-26 19:00:00,Credit card,10.0,10.0,10.0,10.0
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49,4,4.0,4.0,2019-03-21,2024-01-26 15:00:00,Ewallet,4.0,4.0,4.0,4.0
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41,10,10.0,10.0,2019-02-28,2024-01-26 14:00:00,Cash,10.0,10.0,10.0,10.0
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37,4,4.0,4.0,2019-03-23,2024-01-26 18:00:00,Ewallet,4.0,4.0,4.0,4.0
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22,1,1.0,1.0,2019-01-30,2024-01-26 20:00:00,Cash,1.0,1.0,1.0,1.0
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77,9,9.0,9.0,2019-02-04,2024-01-26 13:00:00,Ewallet,9.0,9.0,9.0,9.0
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34,2,2.0,2.0,2019-03-13,2024-01-26 19:00:00,Ewallet,2.0,2.0,2.0,2.0
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19,10,10.0,10.0,2019-03-15,2024-01-26 18:00:00,Credit card,10.0,10.0,10.0,10.0
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25,8,8.0,8.0,2019-03-05,2024-01-26 20:00:00,Ewallet,8.0,8.0,8.0,8.0
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12,10,10.0,10.0,2019-03-05,2024-01-26 13:00:00,Credit card,10.0,10.0,10.0,10.0
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99,2,2.0,2.0,2019-02-26,2024-01-26 11:00:00,Ewallet,2.0,2.0,2.0,2.0
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75,8,8.0,8.0,2019-03-20,2024-01-26 14:00:00,Cash,8.0,8.0,8.0,8.0
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63,2,2.0,2.0,2019-01-01,2024-01-26 15:00:00,Cash,2.0,2.0,2.0,2.0
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90,6,6.0,6.0,2019-01-27,2024-01-26 11:00:00,Cash,6.0,6.0,6.0,6.0
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98,1,1.0,1.0,2019-01-21,2024-01-26 17:00:00,Cash,1.0,1.0,1.0,1.0
420-18-8989,A,Yangon,Member,Female,Sports and travel,51,8,8.0,8.0,2019-02-02,2024-01-26 15:00:00,Cash,8.0,8.0,8.0,8.0
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73,1,1.0,1.0,2019-02-03,2024-01-26 15:00:00,Credit card,1.0,1.0,1.0,1.0
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31,1,1.0,1.0,2019-01-05,2024-01-26 12:00:00,Ewallet,1.0,1.0,1.0,1.0
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69,2,2.0,2.0,2019-01-27,2024-01-26 19:00:00,Ewallet,2.0,2.0,2.0,2.0
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93,2,2.0,2.0,2019-03-25,2024-01-26 17:00:00,Cash,2.0,2.0,2.0,2.0
